group,keyword,label,path
val,_unknown_,1,./data/speech_commands_v0.02/bird/cdfbbe75_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/f9318c93_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/60402b64_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/83c9e7e6_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/97f4c236_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/daf230ac_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/a827e3a1_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/9712cce0_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/a527cb3c_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/fa446c16_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/4abefdf5_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/b7016c27_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/161fcca8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/676f8138_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/6aa8def4_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/106a6183_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/cat/2cec1d47_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/8eb4a1bf_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/7910d292_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/8dc26a15_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/5ff3f9a1_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/9c24bc76_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/99081f4d_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/97101ef3_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/9b02d503_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/7c2a3fa4_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/cc2f1a85_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/ccb1266b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/57376a4c_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/df6bd83f_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/acde7e73_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/dc269564_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/dog/637c702a_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/460209ac_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/10627519_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/cb2929ce_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/256c0a05_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/cfbedff9_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/e41a903b_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/324210dd_nohash_5.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/824e8ce5_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/27c30960_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/dfb6450b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/6c6aa323_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/3d53244b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/02ade946_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/f953e1af_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/f5733968_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/eight/de040337_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/1e31353f_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/9bea2ac7_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/de3fe344_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/83c9e7e6_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/131e738d_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/cfbedff9_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/d5356b9a_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/89947bd7_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/72e382bd_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/2aa787cf_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/fb8c31a9_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/1e31353f_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/e3b64217_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/5ebc1cda_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/3c257192_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/five/8a5acefd_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/60402b64_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/0f7266cf_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/d21fd169_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/cc4f9250_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/81332c92_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/9a76f8c3_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/bbf38549_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/332d33b1_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/4e6902d0_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/2fee065a_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/235b444f_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/82d0d3ba_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/73f20b00_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/5cf1ecce_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/a434d52e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/follow/f568162b_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/f01a0d63_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/fe11e258_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/eaa83485_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/a77fbcfd_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/dae01802_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/a1cf7fd8_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/332d33b1_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/ce0cb033_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/954f190f_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/f8ba7c0e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/211b928a_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/fbb56351_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/ef3367d9_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/8fe67225_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/9a2e5b3c_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/forward/b69fe0e2_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/654772d3_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/d98f6043_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/c7dc7278_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/4a294341_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/6a203e0e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/105e72bb_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/7846fd85_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/f5733968_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/b69fe0e2_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/9acd0254_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/63f7a489_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/b44007bc_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/86fa2dcd_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/bfd26d6b_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/e9323bd9_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/four/587f3271_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/4f5c0b28_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/5165cf0a_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/3cc595de_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/ad89eb1e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/77def3ee_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/6205088b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/39ec87ac_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/0685264e_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/6e8b9b7b_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/5be23def_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/feb1d305_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/ca4912b6_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/22aa3665_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/cd68e997_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/1995cf9e_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/happy/f5496439_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/0819edb0_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/90e72357_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/94d370bf_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/a3502f15_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/2579e514_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/e9323bd9_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/3ed3e49a_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/cce7416f_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/2005ca25_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/c25a032b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/bc999754_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/3006c271_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/05d18852_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/56f8a100_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/f632210f_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/house/cb62dbf1_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/3ce4910e_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/94d370bf_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/3a69f765_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/0b7ee1a0_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/d070ea86_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/475b61f1_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/9e92ef0c_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/b528edb3_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/e49428d9_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/978240e1_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/0585b66d_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/773e26f7_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/cfbedff9_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/f8ba7c0e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/06f6c194_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/learn/08ab231c_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/676f8138_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/075e38c3_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/3b4f8f24_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/bfdb9801_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/54412eae_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/2b5e346d_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/2e0d80f7_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/0b57a6ed_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/80768fa5_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/2cf28b70_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/6af4aa07_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/bbaa7946_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/80c45ed6_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/5a9f7324_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/654772d3_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/marvin/8fe67225_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/ae5578f4_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/5f814c23_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/7ab5b8f7_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/042186b8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/31d68957_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/ef3367d9_nohash_6.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/fb495c43_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/8aa35b0c_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/02746d24_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/d278d8ef_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/b5552931_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/017c4098_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/953fe1ad_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/f0659908_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/3291330e_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/nine/7d6b4b10_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/0717b9f6_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/64e48f55_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/f7b43563_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/0a2b400e_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/ffbb695d_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/a928cc5b_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/d5b963aa_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/c8db14a8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/c22ebf46_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/bbaa7946_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/c103a2d5_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/23059a35_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/8523766b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/7c1d8533_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/13d7b8c9_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/one/a55105d0_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/8012c69d_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/321aba74_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/44c201dd_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/19e246ad_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/8fe67225_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/6af4aa07_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/3b195250_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/c5a1e46c_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/b91b718c_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/48463cbc_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/2f666bb2_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/c7aa72e6_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/a4ca3afe_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/3777c08e_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/9aa21fa9_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/seven/9a3f97f8_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/79b37d3a_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/82951cf0_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/ad340ed7_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/1338a799_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/439c84f4_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/7e783e3f_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/8a1c449e_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/58df33b5_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/bb05582b_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/1a9afd33_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/813b82a6_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/f30285c8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/ea7ca285_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/305776dd_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/e7334395_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/sheila/65d81c54_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/8e523821_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/1dc86f91_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/b9f46737_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/ec545975_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/5f9cd2eb_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/5e3dde6b_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/3b195250_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/2b5e346d_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/0a196374_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/fbb56351_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/f9f9751d_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/b4ea0d9a_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/5fadb538_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/eb0676ec_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/bdee441c_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/six/c5a1e46c_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/5f9cd2eb_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/e0315cf6_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/cce7416f_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/24befdb3_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/32ad5b65_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/af790082_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/674ca5ea_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/5b09db89_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/81332c92_nohash_2.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/a928cc5b_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/171edea9_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/3589bc72_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/ccca5655_nohash_4.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/2313e093_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/c351e611_nohash_3.wav
val,_unknown_,1,./data/speech_commands_v0.02/three/2aca1e72_nohash_7.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/3a70ab7f_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/a56859ea_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/551e42e8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/679463fc_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/c0c0d87d_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/f174517e_nohash_1.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/e9bc5cc2_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/3a70ab7f_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/c7e02d9c_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/161fcca8_nohash_0.wav
val,_unknown_,1,./data/speech_commands_v0.02/tree/d7a58714_nohash_1.wav
